time,user_name,user_color,message
11072,sonnipitkanen,,"SAIRAS ALEKSI"
11073,por_mestari,#00FF7F,"OHO"
11073,riquuuuuuuu,#FF0000,"xff"
11073,patee123,#9ACD32,"huhhhuhh"
11073,ggjali,#1E90FF,"xff"
11074,minippos,,"ISO"
11075,jezle,#8A2BE2,"200IQ"
11075,finnipasi,#8A2BE2,"HUH HUH HUH HUH HUH HUH HUH"
11075,frrrreezy,#8A2BE2,"leffa"
11077,accesstime,#FA00FF,"poggers a"
11077,ival0,#008000,"50000 IQ"
11077,steenkors,#FF69B4,"ALEKSIB"
11078,eikkao,#FF69B4,"pelSaha pelSaha pelSaha pelSaha pelSaha"
11078,poorhatter,,"HUHHUH"
11078,temegron,#0000FF,"xff"
11078,santsuh1,,"MITÄÄÄ"
11079,mccoco_,#FF69B4,"paras IGL?!?"
11079,eetusqt,#AFFF25,"OOOO"
11080,samppatz,,"ISOOOOOOOOOOOO"
11081,artzzz17,#FF0000,"xff"
11081,mixu77,#8A2BE2,"xffong"
11085,purplenavi,#8A2BE2,"Sieltä kaikille taku talteen!"
11086,sonnipitkanen,,"OHO"
11086,twitchandchili,,"VOITTIKO NAVI???"
11087,raattani,#B22222,"OHO"
11088,arkkis27,#1E90FF,"oho"
11089,waldemaister,#FF0000,"pimppa lens"
11089,ival0,#008000,"xff"
11090,ryppyisenaukonrankaisija,#00FFC5,"OHO"
11091,burecrs,#008000,"xff"
11091,koudero,,"Oho"
11093,klasuh,,"oho"
11093,eetusqt,#AFFF25,"oho"
11094,nikokork,#9ACD32,"oho"
11095,shellinrepe,#B22222,"@TwitchAndChilI ei alkanu viel"
11095,styxer69,,"SANDSTORM PISLA!"
11100,eetusqt,#AFFF25,"mitä fhatti"
11100,myssymasa,,"LUL"
11101,b3nt0ni,#B22222,"xff"
11101,fakinsikraimo,,"wtf"
11103,twitchandchili,,"@SHELLINREPE yeah"
11104,rotjatsu,,"F pommi"
11105,frrrreezy,#8A2BE2,"xff"
11106,burecrs,#008000,"xff xff"
11109,testotino,,"just tulin liveen katoin että peli loppu jo"
11109,mccoco_,#FF69B4,"hirvee örvellys info"
11111,ryppyisenaukonrankaisija,#00FFC5,"xff"
11112,ggjali,#1E90FF,"tuleeko paljon suomi huutelua jimin ja bobin välillä?"
11112,temegron,#0000FF,"xdd"
11112,gepo98,#008000,"woof woof"
11112,nikokork,#9ACD32,"xff"
11113,arkkis27,#1E90FF,"xff"
11113,oddss,#CC00A7,"woof woof"
11113,miggoz,#1E90FF,"xff"
11113,vet1xio,,"xff"
11114,ryppyisenaukonrankaisija,#00FFC5,"nyt on kyl huutista"
11115,twitchandchili,,"@SHELLINREPE sisi hell yeah"
11115,eriklul,,"xff"
11117,vusalasimov,#1E90FF,"mitä vittua xff"
11117,fintoto_,#FF4500,"xff"
11117,raattani,#B22222,"AIVVVVVVVVVVVVVVVVVVVVITTTTTTTTTTTTT"
11118,eetusqt,#AFFF25,"xff"
11119,santsuh1,,"istu koira"
11119,0lttu_,,"xff"
11121,mixu77,#8A2BE2,"mikä netflix dokkari tää on? xff"
11124,koudero,,"xff"
11125,ryppyisenaukonrankaisija,#00FFC5,"GAYYYY"
11126,sonnipitkanen,,"She/her"
11126,vinihq,#1E90FF,"xff"
11127,kegebanned,#1E90FF,"xff"
11128,burecrs,#008000,"xff"
11128,styxer69,,"SANDSTORM PISLALLE, VAIMONI PYYSI"
11129,macville,#D2691E,"xff"
11129,pelcomkonsepti,#FF0000,"xffong"
11129,harosh1ma,#008000,"xff"
11129,mccoco_,#FF69B4,"ei oo aura iMillä"
11132,logghill,#0000FF,"munat ja kaikki"
11134,flybymoon,#FF0000,"Ei ole vaan miesoletettuja"
11143,antero71,#FF0000,"Kumpaa kannatetaan"
11146,csjunnu,,"voitko laittaa mainoksret"
11147,sristoo,,"!maps"
11147,nightbot,#7C7CE1,"Ancient (Navi), Inferno (MOUZ), Train (Decider)"
11149,moelli57,#E020FF,"eiköhän me nähä se wonderful joka ei osu ladon sisällä ladon seinään"
11149,juugels_,#00FF7F,"allu söpönä :)))"
11150,waldemaister,#FF0000,"Dain on köynijä/siemenlinko"
11151,anssias,,"känniselostajat, millä kännijuomilla siellä on juotu kännit?"
11152,koudero,,"Peliä"
11155,xxdim3bagxx,#5F9EA0,"Hiekkamyrskyy pislaan"
11156,virginthx2rs_,,"Tää on Torzista ja Wonderista kiinni"
11157,styxer69,,"SANDSTORM PISLALLE, VAIMO TILAS"
11158,tuppeeee,,"ite kannatan navia"
11161,alastonraimo,,"oliko wonderfullilla erikoispronominit"
11162,moffey_,#FF0000,"Jännän äärellä"
11165,kvaakmito,#FF69B4,"Millo navi pelaa :Dd"
11165,allu657,#0000FF,"@juugels_ kiitos"
11165,anttiii1,,"aina altavastaajan puolella"
11169,moelli57,#E020FF,"oho jännittää mappi vedot"
11170,juugels_,#00FF7F,"@allu657 haha"
11170,pelcomkonsepti,#FF0000,"xffing"
11170,1nemoo,#1E90FF,"kumpi voitti falcons vai 3dmax"
11171,temuli699,,"Kenellä paras ratingi"
11172,moelli57,#E020FF,"!maps"
11172,nightbot,#7C7CE1,"Ancient (Navi), Inferno (MOUZ), Train (Decider)"
11174,jule1_,#8A2BE2,"missä predi prkl"
11177,lederhosengmbh,#B22222,"Tiiättekö mihi kohta pääsen? T Ö I H I N!"
11177,j1marr,#00FF7F,"SANDSTORM PISLA RUNILLE"
11177,temuli699,,"Täs turnaukses"
11178,simpp4a,#1E90FF,"ai ne alko vast ny pelaa ko"
11185,icebird1029,#1E90FF,"@1nemoo Falcons 2-1"
11187,flybymoon,#FF0000,"Donk on washed"
11188,tataa91,,"Pankaahan jinxaten ku ei oo niin välii kumpi voittaa"
11189,styxer69,,"SANDSTORM!"
11190,ggjali,#1E90FF,"dota aika vissiin"
11190,santsuh1,,"donk washed"
11192,gepo98,#008000,"Donkki takasi juniorii"
11195,vehola,#FF0000,"vanha äijä jo"
11199,v3x11,,"Aika kovat mappi pikit"
11205,styxer69,,"SANDSTORMI PISLALLE"
11206,dolmius,#FF7EBE,"ismo varastaa donkin kaikki tapot ei voi mitää"
11207,raattani,#B22222,"!legion"
11207,nightbot,#7C7CE1,"Lenovon huipputehokkaat pelikoneet tarjoushinnoin! https://pelaajat.com/out/lenovo"
11209,xeni1437,#8A2BE2,"Kannatan suomalaisia tässä ottelussa"
11210,amosdd_,#000000,"@samppacs2 kerro koko top5 raiting"
11210,artzzz17,#FF0000,"sandstormi pisla"
11211,alastonraimo,,"Tn1r vie donkin frägit"
11212,jimmmyy_,#FF0000,"ai saatana nyt on kova matsi"
11212,miliho_,#B22222,"Donkki on aivan pesty ja ryypätty"
11213,majoneasi,#FF69B4,"!maps"
11213,nightbot,#7C7CE1,"Ancient (Navi), Inferno (MOUZ), Train (Decider)"
11216,frrrreezy,#8A2BE2,"duDudu PISLALLE"
11219,raattani,#B22222,"xff"
11221,samppatz,,"!legion"
11222,nightbot,#7C7CE1,"Lenovon huipputehokkaat pelikoneet tarjoushinnoin! https://pelaajat.com/out/lenovo"
11222,must1nk,#1E90FF,"Kumpaa me nyt kannustetaa?"
11225,styxer69,,"SANDSTORMI NII NAVI VOITTAA"
11226,pet0siili,#FF69B4,"ja mainoksiin voi vittu"
11227,amosdd_,#000000,"kiitän"
11229,xkasperian,,"Tätä peliä on odotettu!"
11231,miggoz,#1E90FF,"mistä sinä olvari mitään tiedät kuolemisesta"
11232,allu657,#0000FF,"46sek mainos pislalle just"
11236,riqumato,#FF0000,"@pet0siili yhy"
11236,fakinsikraimo,,"storytel"
11237,antero71,#FF0000,"@pet0siili subaa nii ei tuu"
11238,ival0,#008000,"mitä lenovo nyt sanoo ku mainokset tulee mainoksen päälle??"
11239,ruokah,#8A2BE2,"Sopiva mainos"
11240,santsuh1,,"1min maino"
11243,pelimies77,,"miksei navi pelaa enää miragee"
11246,meditoivaninja96,#0000FF,"kiva saada vähän Nikon kirjasta mainosta pislalle :D"
11251,oddss,#CC00A7,"mainoksia herran vuonna, nyt ei voi ku itteään syyttää"
11251,riqumato,#FF0000,"kumman puolella täsä nyt ollaan?"
11252,japadriller,#1E90FF,"MYYRÄ MISSÄ SANDSTORM?!?"
11254,justaf1nnishguy,#DAA520,"trollan LUL"
11258,antero71,#FF0000,"@pelimies77 koska mouz on parempi siinä"
11261,flybymoon,#FF0000,"Hauska kyllä että oletin kokoajan että Mezii on väliaikainen ratkaisu Vitalityyn"
11264,c00na,,"bonuksia bonuksia"
11265,b3nt0ni,#B22222,"xff ͏"
11265,riksu__,#1E90FF,"naur"
11265,juugels_,#00FF7F,"LOL"
11266,raattani,#B22222,"xff"
11266,waldemaister,#FF0000,"Mikä mainos? Ottakaa klippi niin voidaan kattoo sitten erätauolla"
11267,eriklul,,"LUL"
11267,harosh1ma,#008000,"xff 󠀀"
11267,pelimies77,,"tänks"
11267,gepo98,#008000,"xff"
11268,leksamoro,,"xff"
11268,xxdim3bagxx,#5F9EA0,"Millo navi pelaa hanssRoll"
11268,vilhozi,#FF69B4,"LUL"
11269,por_mestari,#00FF7F,"LOL"
11269,antero71,#FF0000,"xff"
11270,themasi54,#8A2BE2,"LOL"
11270,eriklul,,"gg"
11270,poppari11,#00FF7F,"xff"
11270,txmeosrs,,"huittis"
11271,arkkis27,#1E90FF,"xff ͏"
11272,kvaakmito,#FF69B4,"Gg"
11272,amosdd_,#000000,"xffong"
11272,nikokork,#9ACD32,"xff ͏"
11272,onzaaah,#FF0000,"xff"
11273,harosh1ma,#008000,"EZ"
11273,themasi54,#8A2BE2,"xff"
11273,dexen00,#00FF7F,"Immuttaa"
11273,riquuuuuuuu,#FF0000,"LUL"
11273,macepin,#00FF7F,"xff"
11273,koudero,,"IMMUTTAA"
11273,sonnipitkanen,,"IMMUTTAAAAAAAAAAA"
11274,macville,#D2691E,"HAH"
11274,nikez37,#00FF7F,"mitävittua"
11274,steenkors,#FF69B4,"Annava"
11274,icebird1029,#1E90FF,"LOL"
11274,klasuh,,"xff"
11274,myndemayn,,"him"
11275,jezle,#8A2BE2,"4:3"
11275,kkalle22,,"get leetify"
11276,v3x11,,"xfffff"
11277,0lttu_,,"xff"
11277,accesstime,#FA00FF,"KaiMillion KaiMillion KaiMillion KaiMillion"
11277,childii,#00FF7F,"GEEGEETÄ TSÄTTII JA KALJALLE"
11277,jhansson,#FF69B4,"gg"
11278,moelli57,#E020FF,"mitä toi botti heiluu tollee a mainissa"
11278,art1uu,#00FF7F,"xff"
11278,honkaz_,#0000FF,"onko him?"
11279,tpjr76,#0000FF,"he/him"
11279,k1rre1,,"LUL LUL LUL"
11282,miroozx,,"vittu monta mainosta tää heittää"
11282,ayefez,#B22222,"HE/HIM"
11283,vusalasimov,#1E90FF,"2 roundin bossi wonderfulille ja kartta kusirakoon"
11284,eetusqt,#AFFF25,"he/him"
11284,moffey_,#FF0000,"CMOON NAVI"
11284,fintoto_,#FF4500,"pog"
11285,xkasperian,,"En muista moista nähneeni"
11285,kissapoju1111,,"vittu mikä säkki :DDDD heti niskaan :DDDD"
11285,moelli57,#E020FF,"se a maini mennää leveeks"
11285,flybymoon,#FF0000,"GG"
11287,benkkuu1,#9ACD32,"Viel tero puolella"
11288,ival0,#008000,"xff"
11289,vinihq,#1E90FF,"He7him"
11289,mixu77,#8A2BE2,"HIM"
11289,t0lppa,#EC73FA,"Voi vittu Jim"
11290,m0ilanen,#8A2BE2,"ARVASIN että navi voitti tänkin matsin voi perkele"
11292,delewaa,#1E90FF,"xff"
11293,j1marr,#00FF7F,"he/him"
11293,ggjali,#1E90FF,"ja bossi ostoon"
11295,harosh1ma,#008000,"xff"
11295,antero71,#FF0000,"@miroozx subaa nii ei tuu mainoksii"
11295,v3x11,,"HE SLASHED HIM"
11297,teletuppi,#1E90FF,"pelJimi"
11298,stroemt,#2E8B57,"xff"
11299,temuli699,,"Oho kyl bittikin osuu aika äkäseen aika pitkää matkaan kuitekii tolla kellolla"
11301,arska______,,"tyypillinen jimi"
11305,vesterix79,#8A2BE2,"he-man"
11305,lividgnome,#0000FF,"its him"
11305,temuli699,,"Ja tupla dinkki"
11308,benkkuu1,#9ACD32,"Jimi goonas"
11311,mallikasm,#FF4500,"Gg"
11314,frrrreezy,#8A2BE2,"!jimi"
11314,nightbot,#7C7CE1,"pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi"
11316,alastonraimo,,"epäurheilijamaista käytöstä"
11325,waldemaister,#FF0000,"Oho"
11326,frrrreezy,#8A2BE2,"oho"
11326,por_mestari,#00FF7F,"Pieni virne siihe nuivvaa"
11326,moelli57,#E020FF,"paljonko kertoimet pislan jälkee"
11326,lederhosengmbh,#B22222,"!jimi"
11327,sonnipitkanen,,"IMMU BisexualPride"
11327,nightbot,#7C7CE1,"pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi"
11327,lepponenmane,#00FF7F,"xff"
11327,riqumato,#FF0000,"peepoFinland peepoFinland peepoFinland peepoFinland peepoFinland peepoFinland peepoFinland peepoFinland peepoFinland"
11328,b3nt0ni,#B22222,"HUH"
11328,oddss,#CC00A7,"HUH"
11329,sonnipitkanen,,"oho"
11330,vipu24,#D2691E,"mitä vittua"
11330,jasu_62,#0000FF,"Nyt oli raju"
11331,myssymasa,,"oho"
11331,eetusqt,#AFFF25,"HUH"
11333,xkasperian,,"iMmu prkl"
11335,eetusqt,#AFFF25,"HUH ͏"
11336,rotko4,,"HUH"
11336,nikokork,#9ACD32,"xff"
11337,harosh1ma,#008000,"OOOO OPENING"
11339,samppatz,,"pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi"
11340,j44so,,"2-0 peli tulee talenteelta"
11340,frrrreezy,#8A2BE2,"tung tung sahur!"
11341,ggjali,#1E90FF,"xff"
11343,captbablobronzebeard,#FF69B4,"@Vesterix79 ootko nähny uuden he-man/optimus prime muoviukon?"
11347,lederhosengmbh,#B22222,"peepoFinland RainTime"
11348,odeecs_,,"tung tung"
11350,riquuuuuuuu,#FF0000,"kiitos samppa"
11351,reggeogge,#5F9EA0,":)"
11355,nikez37,#00FF7F,"jimille hyvä startti"
11356,jasu_62,#0000FF,"Jimi🤣🤣"
11357,arkkis27,#1E90FF,"jaa sinne meni tuet samppa4Kahvi"
11357,rotko4,,"Jimillä hauska alku"
11357,vesterix79,#8A2BE2,"@CaptBabloBronzebeard en :("
11358,puhtimo,,"Lets go!!!!! Brainrot unboxausta!"
11359,kihrex,#0000FF,"jaahas, oisko jimille hagrid buffi jos pääsis ees pelaamaan"
11360,nin_zu,#FF69B4,"Just naapurista ui lapsi toho ja tuli veden alta huutaen ”trallalleero tralllaaa” LUL"
11362,moffey_,#FF0000,"Kumman kartta?!?!?!?"
11363,mixu77,#8A2BE2,"rip jim"
11364,eetusqt,#AFFF25,"jimppa xffCute"
11366,xkasperian,,"Jimpulalla menee hyvin :D"
11370,captbablobronzebeard,#FF69B4,"@Vesterix79 kantsii kattoo nopee"
11372,moelli57,#E020FF,"kuka pelaa jimpan tilalla"
11374,frrrreezy,#8A2BE2,"xffCute"
11374,icebird1029,#1E90FF,"Jimpulalla tulee kyl menee huonosti tänää"
11379,tataa91,,"!jimi"
11379,nightbot,#7C7CE1,"pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi"
11388,juke132,#1E90FF,"melko simppeli kyllä tai ei kysymys mitä vittua"
11388,jomso,#000000,"osallistko olvari cskeisarin turnaukseen tänään?"
11391,kaljami7,,""oon niin hyvä ja erilainen sanon xff""
11392,dainthesecond,#1E90FF,"@CaptBabloBronzebeard ai Greta Thunbergin?"
11395,dexen00,#00FF7F,"Bobittaa"
11398,temelius,#8A2BE2,"vai neljä kakkoseen"
11399,captbablobronzebeard,#FF69B4,"he-man cosplayaa optimus primeä"
11399,rotjatsu,,"Cuck cahir"
11403,riksu__,#1E90FF,"eiliset bootcampil olijat laulo jotai brainrotjuttuja nonstop"
11405,kvaakmito,#FF69B4,"Olvari joko oot käyny ostaa Prismasta kurkkumopon?"
11408,joopa93,#B22222,"trollan"
11413,vinihq,#1E90FF,"He pelJimi"
11417,s1su007,#FF0000,"SSSsss SSSsss SSSsss DinoDance DinoDance DinoDance pelJimi pelJimi pelSaha pelSaha"
11417,juhzi66,#FF0000,"chatin keski-ikä 9v"
11420,captbablobronzebeard,#FF69B4,"@DainTheSecond eri muoviukko xff"
11422,shellinrepe,#B22222,"Mitä se olvari EI tee"
11424,piriraimo,,"Mistä kuulee olvarin änäriä"
11426,gepo98,#008000,"Olvari on meijän finaali selostaja?"
11428,xkasperian,,"Änäriä?"
11429,sudar02,#D2691E,"peepoFinland"
11430,sonnipitkanen,,"II PEE KOOOOO"
11430,benkuu_,#9ACD32,"iisalmi hyi vittu"
11432,waldemaister,#FF0000,"Ei saaatana"
11432,flyysdinero,#0000FF,"BigSad BigSad BigSad BigSad BigSad"
11435,1nemoo,#1E90FF,"ei"
11435,themasi54,#8A2BE2,"täällähä sitä"
11436,ggjali,#1E90FF,"ei"
11436,kortennn,,"Täälläää"
11437,b3nt0ni,#B22222,"no ei ole"
11437,por_mestari,#00FF7F,"ei oo"
11438,4h0n3n,#0000FF,"Olvari saanko sun nimmarin helsingissä?"
11439,onzaaah,#FF0000,"olvi"
11440,fintoto_,#FF4500,"moi"
11442,eetusqt,#AFFF25,"ei vittu xff"
11443,riquuuuuuuu,#FF0000,"älä vittu tuu tänne"
11443,winsku__,,"tuu mieluummin Pieksämäelle!"
11444,s1su007,#FF0000,"DinoDance DinoDance SSSsss SSSsss pelSaha pelSaha pelJimi :) :)"
11446,nikokork,#9ACD32,"xff ͏"
11447,vipu24,#D2691E,"täällä"
11447,taas_lorahti,#008000,"@Ruoska"
11449,paavoofficiai,#1E90FF,"@pelaajatcom meneekö olvari tapaanaa Iisalmen iikkaa?"
11450,asska,#B22222,"Kiuruvesi>Iisalmi"
11452,hattis123,,"SÖITTEKÖ NE KORVAPUUSTIT JO"
11452,alexhytonen,,"tarviitko arttu sen hotlan tänään vai meetkö reisimajoituksella?"
11453,testotino,,"haeppa Hanna partasen kalakukko meno matkalla!"
11453,topiace,#FF69B4,"eikö iisalmi ole se uskonto"
11455,flyysdinero,#0000FF,"WTRuck WTRuck WTRuck WTRuck"
11455,kortennn,,"Tulin just keskiviikona jvk iisalmeen olvari"
11456,nicetin,#FF69B4,"pääsitkö ovari änäriin vai?"
11456,spude343,,"Olvari olikos Pelipoliisi tikissä eilen"
11456,fintoto_,#FF4500,"@Asska xff"
11457,nikez37,#00FF7F,"xff"
11458,v3x11,,"Selostaako Olvari Änäriä?"
11459,ayefez,#B22222,"onko turkulaisia"
11459,fxjuxdoe,#008000,"Kärpät rulez"
11461,traplikeracoonzs,,"Olvari sopis Joensuuhun hyvin Kappa"
11463,waldemaister,#FF0000,"Suomi Suomi Suomi"
11464,steenkors,#FF69B4,"@topiace xff"
11464,jjaki__,,"Huomenna IPK - Jokerit"
11464,jermuz,#1E90FF,"xff"
11467,lukaxzxzx,,"oln puoliksi iisalmelainen…"
11467,xkasperian,,"Olvari siis Änäriä?"
11467,hujauder,,"riittääkö jos on syntynyt iisalamessa?"
11467,boihuxd,#5F9EA0,"jojensuu"
11468,xflubu,#FF4500,"Mites pielavesi"
11472,vinihq,#1E90FF,"Vorssaan vaan peukkua vetään"
11476,lukaxzxzx,,"oon puoliksi iisalmelaine…"
11476,ggjali,#1E90FF,"Olvari mp eilinen mölkky turnaus?"
11477,v3x11,,"Pieksämäellä ei soi muutakun blues !"
11477,pekedipeksi,#2E8B57,"Ea sports nhl turnausta meinaa"
11478,testotino,,"Kuopion torilta Hanna partasen kalakukko!!"
11478,opvirtanen,,"Oisko peliä välillä"
11480,goatraveller,#00FF7F,"Pitää itelläkin kattoo huomenna se änärin 2v2 turnauksen"
11483,opvirtanen,,"SAATANA"
11483,solmuttaja,#FF69B4,"Oon melkein iisalmesta asun kuopiossa"
11484,kummahumma69,,"Tuuppa Olvari Riihimäelle, lupaan tarjota oluen"
11487,anxpi,#0000FF,"On se taas kun ajo näiden toimiston ohi niin kauhee meteli kuuluu viereisee kauppaa asti"
11490,winsku__,,"Savon solmu poltettiin btw"
11490,jasu_62,#0000FF,"Pieksämäellä on se juna-asema mistä lähetään Joensuuhun. Muuta?"
11495,gepo98,#008000,"pressan vieressä, xffCute"
11496,eetusqt,#AFFF25,"xff"
11497,riqumato,#FF0000,"@kummahumma69 ai jossain Bulldogissa"
11501,sipisietu,#00FF7F,"@v3x11 vitut soi sekään enää 🤣"
11502,saunantakainen,#8A2BE2,"Hotelli Vantaalla nukut kuitenki"
11502,kunniavieras,#FF0000,"Ei oo iisalmelainen mutta ihan kohta ohitan Iisalmen, matkalla Raahe-Joensuu"
11503,kvaakmito,#FF69B4,"@kummahumma69 Sandels pubis?"
11504,rotjatsu,,"Selittää miks chatti täynnä työttömiä ku miltei kaikki iisalmelaisia"
11507,v3x11,,"@jasu_62 Siellä soi Blues. Pieksämäellä siis."
11508,captbablobronzebeard,#FF69B4,"@winsku__ mistä tiedät?"
11512,m4t5uuu,#5F9EA0,"!watchtime"
11514,kummahumma69,,"@Riqumato mahollisesti"
11517,taas_lorahti,#008000,"Taasko Olvari menee Ruoskan kaa ryyppää"
11517,winsku__,,"@CaptBabloBronzebeard asun täällä"
11518,jomso,#000000,"tuuppa olvari Rovaniemelle lupaan antaa turpaan!"
11520,paavoofficiai,#1E90FF,"Jyväskylä - Helsinki IC 86 yli tunnin myöshässä"
11531,botlepa,,"Iisalmen Rosson raastepöytä nevö förget"
11531,winsku__,,"youtubesta taitaa löytyä klippi"
11536,v3x11,,"@Sipisietu Siellä soi blues. Juice sen sano."
11536,asska,#B22222,"@Jomso xdd"
11548,captbablobronzebeard,#FF69B4,"@RotJatsu iisalmelainen yrittäjä ajanut kaikki paikalliset työttömiksi työpaikkakiusaamisellaan ymv rikoksillaan xff"
11556,long_live_athena,#2E8B57,"@kummahumma69 onkos siellä vielä Papillon?"
11557,vinihq,#1E90FF,"Nyt 13-0"
11558,gepo98,#008000,"@paavoofficiai kerkee kaljat juoda asemalla"
11563,dexen00,#00FF7F,"Navitttaa"
11564,riqumato,#FF0000,"@LONG_LIVE_ATHENA on"
11566,captbablobronzebeard,#FF69B4,"@winsku__ sinäkö poltit"
11574,deluxefox,#9ACD32,"Hyvin Navi aloittaa"
11576,kvaakmito,#FF69B4,"Olvari kuka on hermeettisin iisalmelainen ja miksi se on Ruoska?"
11579,kummahumma69,,"@LONG_LIVE_ATHENA Kyllä!"
11580,winsku__,,"@CaptBabloBronzebeard kyllä"
11581,vinihq,#1E90FF,"Defaltti puukko?"
11583,5435430,#FF69B4,"GG"
11586,jimmmyy_,#FF0000,"jimi vetää vanilla keklul"
11587,puttisuttamies,,"Bit 67hp"
11588,jonneauh,#FF69B4,"Voitko sanoa moi rakas jesper"
11592,vesterix79,#8A2BE2,"tämä on muuten hankalaa ku pitää olla kummanki puolella :D"
11595,eetusqt,#AFFF25,"5,,,7"
11595,long_live_athena,#2E8B57,"Nonni! Papillonissa tullu juotua esim. vitusti"
11597,1nemoo,#1E90FF,"Kappa"
11598,testotino,,"mikä mora Jimillä?"
11604,asdaero,,"siltä kuulostaaki"
11605,deluxefox,#9ACD32,"Sureman"
11606,astraex_,#8400FF,"miksi jimillä on default puukko LOL"
11608,ifatalcsgo,#1E90FF,"Mintunraikas elämä"
11609,sipisietu,#00FF7F,"@v3x11 Oon asuna täällä 28vuotta valitettavasti eikä täällä pyöri kun risupallo keskellä toria vkloppusinkaa"
11609,themasi54,#8A2BE2,"löytääkö olvarin lauantaina irkusta"
11610,waldemaister,#FF0000,"ei oo vaan ollu aikaa napauttaa"
11611,hattis123,,"JOKO SÖITTE NE KORVAPUUSTIT"
11612,wellplayed93,#0000FF,"yli viikn melkein kohta ja huomena lauantai"
11612,pelimies77,,"mikä on olvarin lempi shotti"
11612,c00na,,"voit juhlia viikon kunniaksi"
11612,get_donked,,"viikko on kova"
11622,minippos,,"entä jos on ollut viikon kännissä?"
11626,anxpi,#0000FF,"Huomenna tepsin pelii ja vetoja"
11626,psyjaiz,#FF69B4,"taiteilijjaan elämää"
11629,v3x11,,"@Sipisietu Otan osaa..."
11629,x_ankka,#FF0000,"Olvarin lemppari bulkki olut?"
11629,jasu_62,#0000FF,"Terve ruoska. Hyvästi selväpäivä"
11631,jsaddg,,"Aina on riski että lähtee sutimaan."
11633,kummahumma69,,"@LONG_LIVE_ATHENA Ihan kiva paikka mm. koko kylän halvimmat drinkit"
11637,ggjali,#1E90FF,"ja kattoo niin Arttu on ympikrapulassa sunnuntaina"
11638,henkka955,#FF0000,"Ihana tilanne, jimi penkille"
11639,vilhozi,#FF69B4,"Huhhuh"
11640,frrrreezy,#8A2BE2,"nyt osutaan perkele"
11642,steenkors,#FF69B4,"Oho"
11644,ival0,#008000,"CAMAAA"
11645,veedubtw,#FF69B4,"@Anxpi tsemppiä nöyryytykseen"
11645,dexen00,#00FF7F,"Naviiiii ihana navi"
11645,eetusqt,#AFFF25,"oho"
11646,keese321,,"!maps"
11646,nightbot,#7C7CE1,"Ancient (Navi), Inferno (MOUZ), Train (Decider)"
11647,ayefez,#B22222,"makke"
11648,astraex_,#8400FF,"NAVI NAVI NAVI <3"
11651,t0lppa,#EC73FA,"Mitä vittua Mouz"
11652,x_ankka,#FF0000,"spinx 1v4"
11652,kamuliini,#1E90FF,"Häh eiks raimon pitäny selostaa tänää?"
11653,joopa93,#B22222,"semmottii"
11654,long_live_athena,#2E8B57,"Onko Riksussa vielä paikallisena shottina se Death Metal? (Absintti+Pernod)"
11657,xkasperian,,"Siis Navi....osuu?"
11658,sahi0ja123456789,,"Onko navi vittu bäck"
11659,anxpi,#0000FF,"@veedubtw Minun vai jommankumman joukkueen :D"
11661,sonnipitkanen,,"MAKKE ON MIEEEEEEEES"
11662,steenkors,#FF69B4,"Markku paino torstin aiva pystyy"
11666,jollevaan,#008000,"Hetkone kumpaas täs pitää kannattaa"
11667,gepo98,#008000,"EI HYMYILLÄ"
11669,burecrs,#008000,"4 tappoo 4 rundiin Aware"
11673,pelcomkonsepti,#FF0000,"bla bla bla bla bla bla"
11673,sipisietu,#00FF7F,"@v3x11 oon nyt asunu toki 4-5v 24km päästä ”kaupungista”"
11675,waldemaister,#FF0000,"!huippukiva"
